"timestamp,temperature,vibration,pressure,failure"
"2024-01-01 01:20:00,57.8,0.427,165.6,0"
"2024-01-01 01:21:00,63.57,0.342,93.1,0"
"2024-01-01 01:22:00,74.78,0.111,118.5,0"
"2024-01-01 01:23:00,54.82,0.519,169.5,0"
"2024-01-01 01:24:00,51.92,0.579,154.8,0"
"2024-01-01 01:25:00,54.98,0.339,158.7,0"
"2024-01-01 01:26:00,69.15,0.293,151.0,0"
"2024-01-01 01:27:00,63.29,0.386,149.8,0"
"2024-01-01 01:28:00,54.7,0.381,153.1,0"
"2024-01-01 01:29:00,65.13,0.5,118.3,0"
"2024-01-01 01:30:00,60.97,0.405,143.1,0"
"2024-01-01 01:31:00,69.69,0.321,112.7,0"
"2024-01-01 01:32:00,52.98,0.268,131.4,0"
"2024-01-01 01:33:00,56.72,0.487,185.9,0"
"2024-01-01 01:34:00,56.08,0.46,144.6,0"
"2024-01-01 01:35:00,45.36,0.506,167.9,0"
"2024-01-01 01:36:00,62.96,0.303,153.5,0"
"2024-01-01 01:37:00,62.61,0.584,138.5,0"
"2024-01-01 01:38:00,60.05,0.226,119.7,0"
"2024-01-01 01:39:00,57.65,0.471,138.0,0"
"2024-01-01 01:40:00,45.85,0.209,155.5,0"
"2024-01-01 01:41:00,55.79,0.321,167.4,0"
"2024-01-01 01:42:00,56.57,0.556,153.7,0"
"2024-01-01 01:43:00,51.98,0.483,169.5,0"
"2024-01-01 01:44:00,58.39,0.345,104.4,0"
"2024-01-01 01:45:00,64.04,0.348,176.0,0"
"2024-01-01 01:46:00,78.86,0.41,116.2,0"
"2024-01-01 01:47:00,61.75,0.451,179.5,0"
"2024-01-01 01:48:00,62.58,0.525,165.1,0"
"2024-01-01 01:49:00,59.26,0.354,93.9,0"
"2024-01-01 01:50:00,40.81,0.239,172.1,0"
"2024-01-01 01:51:00,59.73,0.416,179.9,0"
"2024-01-01 01:52:00,60.6,0.354,187.7,0"
"2024-01-01 01:53:00,84.63,0.27,126.9,0"
"2024-01-01 01:54:00,58.08,0.43,155.4,0"
"2024-01-01 01:55:00,63.02,0.379,170.8,0"
"2024-01-01 01:56:00,59.65,0.431,172.1,0"
"2024-01-01 01:57:00,48.31,0.311,162.3,0"
"2024-01-01 01:58:00,71.43,0.449,137.2,0"
"2024-01-01 01:59:00,67.52,0.268,179.6,0"
"2024-01-01 02:00:00,67.91,0.317,179.8,0"
"2024-01-01 02:01:00,50.91,0.376,145.4,0"
"2024-01-01 02:02:00,74.03,0.574,126.5,0"
"2024-01-01 02:03:00,45.98,0.478,128.2,0"
"2024-01-01 02:04:00,65.87,0.508,190.9,0"
"2024-01-01 02:05:00,81.9,0.542,178.5,0"
"2024-01-01 02:06:00,50.09,0.76,149.4,1"
"2024-01-01 02:07:00,54.34,0.404,144.0,0"
"2024-01-01 02:08:00,61.0,0.542,97.0,0"
"2024-01-01 02:09:00,54.97,0.501,147.5,0"
"2024-01-01 02:10:00,44.49,0.5,114.3,0"
"2024-01-01 02:11:00,60.69,0.577,154.8,0"
"2024-01-01 02:12:00,49.38,0.358,185.6,0"
"2024-01-01 02:13:00,64.74,0.35,120.6,0"
"2024-01-01 02:14:00,50.81,0.432,157.2,0"
"2024-01-01 02:15:00,75.5,0.382,179.9,0"
"2024-01-01 02:16:00,52.17,0.432,156.6,0"
"2024-01-01 02:17:00,56.78,0.556,134.3,0"
"2024-01-01 02:18:00,68.14,0.352,150.3,0"
"2024-01-01 02:19:00,47.69,0.37,178.7,0"
"2024-01-01 02:20:00,62.27,0.417,157.9,0"
"2024-01-01 02:21:00,73.07,0.377,149.9,0"
"2024-01-01 02:22:00,43.93,0.209,184.7,0"
"2024-01-01 02:23:00,61.85,0.342,165.4,0"
"2024-01-01 02:24:00,62.6,0.469,113.9,0"
"2024-01-01 02:25:00,67.82,0.544,168.9,0"
"2024-01-01 02:26:00,47.63,0.285,178.5,0"
"2024-01-01 02:27:00,46.8,0.284,112.9,0"
"2024-01-01 02:28:00,65.22,0.403,81.9,0"
"2024-01-01 02:29:00,62.97,0.192,118.7,0"
"2024-01-01 02:30:00,62.5,0.356,146.9,0"
"2024-01-01 02:31:00,63.46,0.226,180.3,0"
"2024-01-01 02:32:00,53.2,0.537,123.3,0"
"2024-01-01 02:33:00,62.32,0.323,166.7,0"
"2024-01-01 02:34:00,62.93,0.565,63.2,0"
"2024-01-01 02:35:00,52.86,0.511,155.4,0"
"2024-01-01 02:36:00,78.66,0.335,137.8,0"
"2024-01-01 02:37:00,64.74,0.293,213.0,1"
"2024-01-01 02:38:00,48.09,0.381,93.2,0"
"2024-01-01 02:39:00,66.57,0.39,149.6,0"
"2024-01-01 02:40:00,50.25,0.435,93.1,0"
"2024-01-01 02:41:00,67.87,0.322,133.5,0"
"2024-01-01 02:42:00,71.59,0.475,99.0,0"
"2024-01-01 02:43:00,51.79,0.427,219.0,1"
"2024-01-01 02:44:00,69.63,0.366,139.3,0"
"2024-01-01 02:45:00,64.13,0.329,143.7,0"
"2024-01-01 02:46:00,68.22,0.382,148.7,0"
"2024-01-01 02:47:00,78.97,0.318,116.0,0"
"2024-01-01 02:48:00,57.55,0.406,181.7,0"
"2024-01-01 02:49:00,52.46,0.409,169.2,0"
"2024-01-01 02:50:00,51.1,0.426,177.5,0"
"2024-01-01 02:51:00,51.84,0.577,113.5,0"
"2024-01-01 02:52:00,59.23,0.387,184.1,0"
"2024-01-01 02:53:00,63.41,0.5,180.6,0"
"2024-01-01 02:54:00,62.77,0.423,143.0,0"
"2024-01-01 02:55:00,68.27,0.376,176.9,0"
"2024-01-01 02:56:00,60.13,0.388,158.2,0"
"2024-01-01 02:57:00,74.54,0.394,102.2,0"
"2024-01-01 02:58:00,57.35,0.428,144.5,0"
"2024-01-01 02:59:00,87.2,0.304,135.6,1"
"2024-01-01 03:00:00,66.26,0.253,152.6,0"
"2024-01-01 03:01:00,51.43,0.465,180.6,0"
"2024-01-01 03:02:00,49.29,0.49,100.8,0"
"2024-01-01 03:03:00,64.82,0.475,136.7,0"
"2024-01-01 03:04:00,57.77,0.415,125.3,0"
"2024-01-01 03:05:00,67.14,0.477,126.6,0"
"2024-01-01 03:06:00,64.73,0.471,125.3,0"
"2024-01-01 03:07:00,59.27,0.479,152.0,0"
"2024-01-01 03:08:00,51.53,0.314,165.7,0"
"2024-01-01 03:09:00,44.85,0.29,160.4,0"
"2024-01-01 03:10:00,55.53,0.361,155.6,0"
"2024-01-01 03:11:00,68.56,0.398,168.7,0"
"2024-01-01 03:12:00,62.14,0.376,221.4,0"
"2024-01-01 03:13:00,47.54,0.212,154.1,0"
"2024-01-01 03:14:00,61.73,0.572,180.6,0"
"2024-01-01 03:15:00,63.85,0.373,178.9,0"
"2024-01-01 03:16:00,51.16,0.417,203.3,1"
"2024-01-01 03:17:00,61.54,0.524,166.8,0"
"2024-01-01 03:18:00,60.58,0.166,124.7,0"
"2024-01-01 03:19:00,48.57,0.349,159.1,0"
"2024-01-01 03:20:00,63.58,0.361,157.5,0"
"2024-01-01 03:21:00,65.61,0.366,174.5,0"
"2024-01-01 03:22:00,70.83,0.383,123.8,0"
"2024-01-01 03:23:00,70.54,0.545,188.0,0"
"2024-01-01 03:24:00,46.22,0.467,150.2,0"
"2024-01-01 03:25:00,50.62,0.496,175.2,0"
"2024-01-01 03:26:00,65.15,0.405,159.3,0"
"2024-01-01 03:27:00,65.14,0.26,153.7,0"
"2024-01-01 03:28:00,65.15,0.192,157.0,0"
"2024-01-01 03:29:00,98.53,0.247,170.2,0"
"2024-01-01 03:30:00,65.71,0.436,208.8,1"
"2024-01-01 03:31:00,71.36,0.403,89.5,0"
"2024-01-01 03:32:00,69.54,0.379,166.2,0"
"2024-01-01 03:33:00,66.51,0.363,151.3,0"
"2024-01-01 03:34:00,56.85,0.601,144.7,0"
"2024-01-01 03:35:00,67.59,0.318,79.1,0"
"2024-01-01 03:36:00,52.27,0.493,167.4,0"
"2024-01-01 03:37:00,57.63,0.4,146.3,0"
"2024-01-01 03:38:00,55.15,0.394,125.0,0"
"2024-01-01 03:39:00,60.82,0.518,151.3,0"
"2024-01-01 03:40:00,83.15,0.546,141.2,0"
"2024-01-01 03:41:00,41.33,0.376,97.7,0"
"2024-01-01 03:42:00,66.86,0.48,152.6,0"
"2024-01-01 03:43:00,43.87,0.436,167.4,0"
"2024-01-01 03:44:00,55.28,0.401,133.5,0"
"2024-01-01 03:45:00,70.89,0.42,157.9,0"
"2024-01-01 03:46:00,60.64,0.331,153.2,0"
"2024-01-01 03:47:00,49.22,0.369,181.4,0"
"2024-01-01 03:48:00,52.85,0.342,146.9,0"
"2024-01-01 03:49:00,66.8,0.49,174.0,0"
"2024-01-01 03:50:00,52.7,0.39,140.6,0"
"2024-01-01 03:51:00,62.16,0.27,209.0,0"
"2024-01-01 03:52:00,60.46,0.328,136.9,0"
"2024-01-01 03:53:00,53.48,0.08,129.5,0"
"2024-01-01 03:54:00,81.44,0.351,147.0,0"
"2024-01-01 03:55:00,66.34,0.404,128.2,0"
"2024-01-01 03:56:00,39.75,0.386,112.5,0"
"2024-01-01 03:57:00,61.86,0.598,171.8,0"
"2024-01-01 03:58:00,53.38,0.457,58.1,0"
"2024-01-01 03:59:00,68.52,0.453,128.5,0"
"2024-01-01 04:00:00,52.07,0.236,109.7,0"
"2024-01-01 04:01:00,58.85,0.364,154.3,0"
"2024-01-01 04:02:00,65.05,0.351,84.3,0"
"2024-01-01 04:03:00,68.66,0.321,166.4,0"
"2024-01-01 04:04:00,48.0,0.32,169.7,0"
"2024-01-01 04:05:00,56.65,0.219,101.0,0"
"2024-01-01 04:06:00,55.25,0.272,155.7,0"
"2024-01-01 04:07:00,53.47,0.487,165.5,0"
"2024-01-01 04:08:00,77.65,0.386,178.2,0"
"2024-01-01 04:09:00,64.05,0.349,105.9,0"
"2024-01-01 04:10:00,47.39,0.399,101.7,0"
"2024-01-01 04:11:00,69.18,0.517,195.1,0"
"2024-01-01 04:12:00,81.22,0.4,125.3,1"
"2024-01-01 04:13:00,70.32,0.454,134.2,0"
"2024-01-01 04:14:00,44.81,0.315,169.0,0"
"2024-01-01 04:15:00,55.16,0.338,114.9,0"
"2024-01-01 04:16:00,72.67,0.435,142.0,0"
"2024-01-01 04:17:00,52.92,0.589,176.8,0"
"2024-01-01 04:18:00,64.44,0.543,107.4,0"
"2024-01-01 04:19:00,67.75,0.458,135.0,0"
"2024-01-01 04:20:00,50.73,0.415,116.2,0"
"2024-01-01 04:21:00,59.4,0.54,126.8,0"
"2024-01-01 04:22:00,27.59,0.479,185.6,0"
"2024-01-01 04:23:00,49.76,0.171,192.2,0"
"2024-01-01 04:24:00,57.47,0.295,157.7,0"
"2024-01-01 04:25:00,47.52,0.434,166.0,0"
"2024-01-01 04:26:00,76.32,0.221,165.1,0"
"2024-01-01 04:27:00,45.7,0.31,129.8,0"
"2024-01-01 04:28:00,55.6,0.33,157.1,0"
"2024-01-01 04:29:00,61.31,0.374,111.1,0"
"2024-01-01 04:30:00,74.41,0.371,121.2,0"
"2024-01-01 04:31:00,45.64,0.371,147.4,0"
"2024-01-01 04:32:00,71.63,0.483,118.2,0"
"2024-01-01 04:33:00,60.1,0.373,111.8,0"
"2024-01-01 04:34:00,50.18,0.362,128.6,0"
"2024-01-01 04:35:00,64.62,0.265,184.4,0"
"2024-01-01 04:36:00,61.99,0.502,196.7,0"
"2024-01-01 04:37:00,54.0,0.333,149.0,0"
"2024-01-01 04:38:00,60.7,0.291,167.5,0"
"2024-01-01 04:39:00,56.15,0.421,133.1,0"
"2024-01-01 04:40:00,61.14,0.323,88.0,0"
"2024-01-01 04:41:00,66.62,0.347,123.2,0"
"2024-01-01 04:42:00,75.86,0.426,140.7,0"
"2024-01-01 04:43:00,47.62,0.367,154.2,0"
"2024-01-01 04:44:00,81.33,0.631,147.0,0"
"2024-01-01 04:45:00,40.48,0.393,141.6,0"
"2024-01-01 04:46:00,58.48,0.462,132.8,0"
"2024-01-01 04:47:00,65.88,0.206,160.3,0"
"2024-01-01 04:48:00,62.81,0.314,109.1,0"
"2024-01-01 04:49:00,53.77,0.291,174.1,0"
"2024-01-01 04:50:00,57.92,0.305,132.4,0"
"2024-01-01 04:51:00,55.07,0.442,212.0,0"
"2024-01-01 04:52:00,54.11,0.504,140.5,0"
"2024-01-01 04:53:00,68.5,0.434,135.6,0"
"2024-01-01 04:54:00,63.57,0.377,133.1,0"
"2024-01-01 04:55:00,53.07,0.337,135.9,0"
"2024-01-01 04:56:00,69.0,0.511,168.2,0"
"2024-01-01 04:57:00,63.07,0.607,148.7,0"
"2024-01-01 04:58:00,68.13,0.414,179.6,0"
"2024-01-01 04:59:00,66.3,0.494,163.9,0"
"2024-01-01 05:00:00,51.71,0.434,150.9,0"
"2024-01-01 05:01:00,54.4,0.476,161.2,0"
"2024-01-01 05:02:00,67.47,0.284,185.9,0"
"2024-01-01 05:03:00,66.1,0.351,169.7,0"
"2024-01-01 05:04:00,59.79,0.44,158.4,0"
"2024-01-01 05:05:00,61.17,0.521,162.7,0"
"2024-01-01 05:06:00,72.78,0.318,115.4,0"
"2024-01-01 05:07:00,54.08,0.197,227.2,0"
"2024-01-01 05:08:00,65.47,0.35,165.8,0"
"2024-01-01 05:09:00,57.98,0.501,168.8,0"
"2024-01-01 05:10:00,57.82,0.242,149.1,0"
"2024-01-01 05:11:00,70.99,0.282,81.1,0"
"2024-01-01 05:12:00,68.25,0.416,142.0,0"
"2024-01-01 05:13:00,68.14,0.388,152.3,0"
"2024-01-01 05:14:00,73.05,0.459,125.3,0"
"2024-01-01 05:15:00,60.21,0.277,125.1,0"
"2024-01-01 05:16:00,66.82,0.368,139.8,0"
"2024-01-01 05:17:00,56.9,0.52,173.1,0"
"2024-01-01 05:18:00,63.24,0.281,187.7,0"
"2024-01-01 05:19:00,58.7,0.548,155.1,0"
"2024-01-01 05:20:00,60.97,0.293,133.0,0"
"2024-01-01 05:21:00,65.95,0.485,139.1,0"
"2024-01-01 05:22:00,51.82,0.363,153.0,0"
"2024-01-01 05:23:00,80.92,0.286,156.5,0"
"2024-01-01 05:24:00,49.94,0.35,163.0,0"
"2024-01-01 05:25:00,47.86,0.454,136.8,0"
"2024-01-01 05:26:00,71.58,0.399,165.9,0"
"2024-01-01 05:27:00,67.92,0.512,163.5,0"
"2024-01-01 05:28:00,66.24,0.544,138.1,0"
"2024-01-01 05:29:00,66.28,0.282,98.4,0"
"2024-01-01 05:30:00,59.88,0.274,123.5,0"
"2024-01-01 05:31:00,51.03,0.27,197.0,0"
"2024-01-01 05:32:00,60.76,0.31,99.2,0"
"2024-01-01 05:33:00,53.23,0.51,189.5,0"
"2024-01-01 05:34:00,69.75,0.456,98.1,0"
"2024-01-01 05:35:00,58.53,0.345,126.8,0"
"2024-01-01 05:36:00,51.75,0.399,138.8,0"
"2024-01-01 05:37:00,56.79,0.54,203.5,0"
"2024-01-01 05:38:00,64.13,0.591,150.8,0"
"2024-01-01 05:39:00,54.36,0.426,143.6,0"
"2024-01-01 05:40:00,51.78,0.134,121.9,0"
"2024-01-01 05:41:00,62.44,0.43,165.7,0"
"2024-01-01 05:42:00,62.45,0.493,134.6,0"
"2024-01-01 05:43:00,54.93,0.422,143.1,0"
"2024-01-01 05:44:00,55.29,0.473,139.2,0"
"2024-01-01 05:45:00,62.32,0.436,171.6,0"
"2024-01-01 05:46:00,45.52,0.277,172.9,0"
"2024-01-01 05:47:00,45.93,0.311,123.3,0"
"2024-01-01 05:48:00,52.82,0.368,131.2,0"
"2024-01-01 05:49:00,57.87,0.507,128.2,0"
"2024-01-01 05:50:00,63.11,0.323,155.5,0"
"2024-01-01 05:51:00,74.75,0.446,177.2,0"
"2024-01-01 05:52:00,68.58,0.43,155.9,0"
"2024-01-01 05:53:00,58.4,0.559,84.3,0"
"2024-01-01 05:54:00,59.81,0.396,172.8,0"
"2024-01-01 05:55:00,49.97,0.225,109.5,0"
"2024-01-01 05:56:00,59.81,0.465,128.5,0"
"2024-01-01 05:57:00,57.11,0.614,156.0,0"
"2024-01-01 05:58:00,63.23,0.471,147.5,0"
"2024-01-01 05:59:00,51.73,0.321,176.2,0"
"2024-01-01 06:00:00,65.19,0.292,131.7,0"
"2024-01-01 06:01:00,75.33,0.305,121.0,0"
"2024-01-01 06:02:00,58.91,0.6,140.7,0"
"2024-01-01 06:03:00,64.02,0.367,179.3,0"
"2024-01-01 06:04:00,66.9,0.334,168.9,0"
"2024-01-01 06:05:00,55.99,0.384,152.6,0"
"2024-01-01 06:06:00,62.24,0.368,189.8,0"
"2024-01-01 06:07:00,60.13,0.557,184.3,0"
"2024-01-01 06:08:00,60.98,0.299,173.7,0"
"2024-01-01 06:09:00,52.27,0.518,114.7,0"
"2024-01-01 06:10:00,60.25,0.412,173.5,0"
"2024-01-01 06:11:00,64.98,0.521,143.9,0"
"2024-01-01 06:12:00,74.51,0.558,138.2,0"
"2024-01-01 06:13:00,69.59,0.408,129.5,0"
"2024-01-01 06:14:00,81.53,0.368,144.8,0"
"2024-01-01 06:15:00,52.33,0.407,131.2,0"
"2024-01-01 06:16:00,68.72,0.391,155.1,0"
"2024-01-01 06:17:00,61.83,0.234,144.8,0"
"2024-01-01 06:18:00,81.9,0.555,156.6,0"
"2024-01-01 06:19:00,51.92,0.425,166.6,0"
"2024-01-01 06:20:00,51.6,0.284,141.2,0"
"2024-01-01 06:21:00,54.01,0.193,127.9,0"
"2024-01-01 06:22:00,38.76,0.167,89.8,0"
"2024-01-01 06:23:00,54.74,0.477,173.1,0"
"2024-01-01 06:24:00,52.41,0.338,152.4,0"
"2024-01-01 06:25:00,61.5,0.355,144.7,0"
"2024-01-01 06:26:00,63.42,0.449,185.2,0"
"2024-01-01 06:27:00,78.76,0.348,111.3,0"
"2024-01-01 06:28:00,69.5,0.455,151.7,0"
"2024-01-01 06:29:00,54.23,0.41,121.1,0"
"2024-01-01 06:30:00,51.02,0.392,169.7,0"
"2024-01-01 06:31:00,64.92,0.243,83.2,0"
"2024-01-01 06:32:00,46.8,0.318,174.1,0"
"2024-01-01 06:33:00,78.31,0.46,172.9,0"
"2024-01-01 06:34:00,71.79,0.332,122.3,0"
"2024-01-01 06:35:00,55.31,0.521,152.0,0"
"2024-01-01 06:36:00,42.87,0.635,123.0,0"
"2024-01-01 06:37:00,73.54,0.466,162.8,0"
"2024-01-01 06:38:00,58.85,0.549,174.6,0"
"2024-01-01 06:39:00,72.38,0.472,119.9,0"
"2024-01-01 06:40:00,44.06,0.347,111.1,0"
"2024-01-01 06:41:00,54.01,0.42,182.9,0"
"2024-01-01 06:42:00,60.05,0.601,208.2,0"
"2024-01-01 06:43:00,60.47,0.348,164.8,0"
"2024-01-01 06:44:00,55.5,0.296,167.1,0"
"2024-01-01 06:45:00,66.23,0.287,140.0,0"
"2024-01-01 06:46:00,49.32,0.378,155.4,0"
"2024-01-01 06:47:00,58.58,0.3,160.5,0"
"2024-01-01 06:48:00,61.2,0.567,144.5,0"
"2024-01-01 06:49:00,65.14,0.422,190.5,0"
"2024-01-01 06:50:00,67.12,0.497,155.3,0"
"2024-01-01 06:51:00,48.75,0.37,159.2,0"
"2024-01-01 06:52:00,44.66,0.286,145.1,0"
"2024-01-01 06:53:00,72.78,0.269,148.2,0"
"2024-01-01 06:54:00,63.32,0.309,186.6,0"
"2024-01-01 06:55:00,52.52,0.435,154.4,0"
"2024-01-01 06:56:00,75.51,0.452,155.1,0"
"2024-01-01 06:57:00,61.16,0.46,155.5,0"
"2024-01-01 06:58:00,71.79,0.251,139.1,0"
"2024-01-01 06:59:00,60.68,0.4,107.8,0"
"2024-01-01 07:00:00,80.61,0.297,197.2,1"
"2024-01-01 07:01:00,77.55,0.44,182.0,0"
"2024-01-01 07:02:00,57.51,0.448,187.5,0"
"2024-01-01 07:03:00,69.72,0.283,117.8,0"
"2024-01-01 07:04:00,66.45,0.497,193.3,0"
"2024-01-01 07:05:00,73.69,0.634,209.0,0"
"2024-01-01 07:06:00,50.35,0.483,181.3,0"
"2024-01-01 07:07:00,66.86,0.384,199.4,0"
"2024-01-01 07:08:00,70.58,0.368,173.9,0"
"2024-01-01 07:09:00,42.41,0.379,124.6,0"
"2024-01-01 07:10:00,48.17,0.324,165.2,0"
"2024-01-01 07:11:00,39.61,0.425,119.4,0"
"2024-01-01 07:12:00,57.31,0.286,132.1,0"
"2024-01-01 07:13:00,67.18,0.211,159.5,0"
"2024-01-01 07:14:00,75.02,0.422,155.5,0"
"2024-01-01 07:15:00,60.74,0.402,163.9,0"
"2024-01-01 07:16:00,76.29,0.343,96.2,0"
"2024-01-01 07:17:00,46.2,0.272,145.4,0"
"2024-01-01 07:18:00,42.97,0.429,166.5,0"
"2024-01-01 07:19:00,59.44,0.301,172.5,0"
"2024-01-01 07:20:00,63.84,0.386,174.4,0"
"2024-01-01 07:21:00,59.67,0.576,157.5,0"
"2024-01-01 07:22:00,39.33,0.465,138.6,0"
"2024-01-01 07:23:00,59.11,0.263,165.0,0"
"2024-01-01 07:24:00,46.96,0.273,141.0,0"
"2024-01-01 07:25:00,66.7,0.415,177.0,0"
"2024-01-01 07:26:00,63.67,0.262,162.8,0"
"2024-01-01 07:27:00,50.6,0.2,148.1,0"
"2024-01-01 07:28:00,54.86,0.453,126.9,0"
"2024-01-01 07:29:00,49.41,0.432,183.6,0"
"2024-01-01 07:30:00,59.37,0.445,166.8,0"
"2024-01-01 07:31:00,69.55,0.426,213.1,0"
"2024-01-01 07:32:00,50.14,0.393,165.8,0"
"2024-01-01 07:33:00,65.04,0.334,168.3,0"
"2024-01-01 07:34:00,54.7,0.452,106.0,0"
"2024-01-01 07:35:00,52.07,0.553,159.3,0"
"2024-01-01 07:36:00,58.93,0.35,140.5,0"
"2024-01-01 07:37:00,49.65,0.298,174.8,0"
"2024-01-01 07:38:00,54.46,0.286,160.0,0"
"2024-01-01 07:39:00,48.02,0.313,179.6,0"
"2024-01-01 07:40:00,79.65,0.42,214.0,0"
"2024-01-01 07:41:00,60.35,0.186,126.0,0"
"2024-01-01 07:42:00,53.0,0.444,178.4,0"
"2024-01-01 07:43:00,62.14,0.464,170.5,0"
"2024-01-01 07:44:00,58.88,0.22,209.4,0"
"2024-01-01 07:45:00,57.79,0.302,171.2,0"
"2024-01-01 07:46:00,66.14,0.408,168.0,0"
"2024-01-01 07:47:00,67.58,0.386,175.5,0"
"2024-01-01 07:48:00,54.69,0.452,177.6,0"
"2024-01-01 07:49:00,54.24,0.386,193.6,0"
"2024-01-01 07:50:00,57.25,0.526,125.4,0"
"2024-01-01 07:51:00,36.98,0.368,138.2,0"
"2024-01-01 07:52:00,44.85,0.302,202.1,1"
"2024-01-01 07:53:00,73.67,0.294,91.2,0"
"2024-01-01 07:54:00,76.45,0.474,147.5,0"
"2024-01-01 07:55:00,57.51,0.403,154.5,0"
"2024-01-01 07:56:00,65.77,0.463,144.7,0"
"2024-01-01 07:57:00,63.11,0.461,197.4,0"
"2024-01-01 07:58:00,90.79,0.198,164.3,1"
"2024-01-01 07:59:00,71.2,0.286,138.4,0"
"2024-01-01 08:00:00,58.72,0.298,131.0,0"
